AT2G38340	Carub.0004s2032
AT1G03030	Carub.0001s0216
AT5G54850	Carub.0008s1514
AT5G66050	Carub.0008s2846
AT1G15690	Carub.0001s1546
AT1G03020	Carub.0001s0215
AT5G54840	Carub.0008s1513
AT5G66040	Carub.0008s2847
AT1G15670	Carub.0001s1545
AT1G03010	Carub.0001s0214
AT5G54860	Carub.0008s1516
AT5G66060	Carub.0008s2844
AT1G15660	Carub.0001s1544
AT1G03000	Carub.0001s0213
AT1G02990	Carub.0001s0212
AT5G54855	Carub.0008s1515
AT5G66055	Carub.0008s2845
AT1G15625	Carub.0001s1543
AT5G54880	Carub.0008s1518
AT5G54870	Carub.0008s1517
AT5G66030	Carub.0008s2848
AT5G54890	Carub.0008s1519
AT5G66020	Carub.0008s2849
AT1G02950	Carub.0001s0208
AT5G66190	Carub.0008s2831
AT1G02940	Carub.0001s0207
AT5G66180	Carub.0008s2832
AT1G15600	Carub.0001s1537
AT5G66200	Carub.0008s2830
AT1G15590	Carub.0001s1536
AT1G15580	Carub.0001s1535
AT5G66130	Carub.0008s2836
AT5G54750	Carub.0008s1502
AT1G15570	Carub.0001s1534
AT5G66170	Carub.0008s2833
AT5G54780	Carub.0008s1505
AT1G15550	Carub.0001s1533
AT5G66160	Carub.0008s2834
AT5G54770	Carub.0008s1504
AT1G15540	Carub.0001s1532
AT5G66100	Carub.0008s2839
AT5G54800	Carub.0008s1507
AT1G15530	Carub.0001s1531
AT5G54790	Carub.0008s1506
AT1G15520	Carub.0001s1530
AT5G66120	Carub.0008s2837
AT1G56400	Carub.0008s1509
AT5G66110	Carub.0008s2838
AT5G54810	Carub.0008s1508
AT1G15510	Carub.0001s1529
AT5G66290	Carub.0008s2820
AT1G15500	Carub.0001s1528
AT5G66280	Carub.0008s2821
AT1G15480	Carub.0001s1527
AT1G15470	Carub.0001s1526
AT1G15460	Carub.0001s1525
AT5G66250	Carub.0008s2824
AT1G15440	Carub.0001s1524
AT5G66240	Carub.0008s2825
AT1G15430	Carub.0001s1523
AT5G66270	Carub.0008s2822
AT1G15420	Carub.0001s1522
AT5G66260	Carub.0008s2823
AT1G15415	Carub.0001s1521
AT5G66220	Carub.0008s2828
AT1G15410	Carub.0001s1520
AT5G66210	Carub.0008s2829
AT5G66230	Carub.0008s2827
AT1G15400	Carub.0001s1518
AT1G15390	Carub.0001s1517
AT5G66410	Carub.0008s2810
AT3G28430	Carub.0005s0695
AT1G15385	Carub.0001s1516
AT1G15380	Carub.0001s1515
AT1G15370	Carub.0001s1514
AT5G66380	Carub.0008s2813
AT3G28455	Carub.0005s0698
AT1G15360	Carub.0001s1513
AT5G66370	Carub.0008s2814
AT3G28460	Carub.0005s0699
AT5G66400	Carub.0008s2811
AT5G66390	Carub.0008s2812
AT3G28450	Carub.0005s0697
AT1G15350	Carub.0001s1510
AT5G66320	Carub.0008s2817
AT5G66310	Carub.0008s2818
AT5G66360	Carub.0008s2815
AT5G66350	Carub.0008s2816
AT5G66300	Carub.0008s2819
AT1G15340	Carub.0001s1509
AT1G15330	Carub.0001s1508
AT1G15320	Carub.0001s1507
AT1G15290	Carub.0001s1505
AT1G15280	Carub.0001s1504
AT1G15270	Carub.0001s1503
AT5G66510	Carub.0008s2802
AT1G15260	Carub.0001s1502
AT5G66500	Carub.0008s2803
AT1G15250	Carub.0001s1501
AT5G66530	Carub.0008s2800
AT1G15240	Carub.0001s1500
AT5G66520	Carub.0008s2801
AT5G66460	Carub.0008s2806
AT5G66450	Carub.0008s2807
AT5G66480	Carub.0008s2804
AT5G66470	Carub.0008s2805
AT5G66440	Carub.0008s2808
AT5G66420	Carub.0008s2809
AT3G28223	Carub.0005s0673
AT5G40153	Carub.0005s0670
AT3G28210	Carub.0005s0671
AT3G28415	Carub.0005s0690
AT3G28420	Carub.0005s0691
AT3G28330	Carub.0005s0683
AT3G28340	Carub.0005s0684
AT3G28345	Carub.0005s0685
AT3G28370	Carub.0005s0686
AT4G20880	Carub.0007s2055
AT5G41610	Carub.0007s3385
AT4G20890	Carub.0007s2054
AT5G41590	Carub.0007s3388
AT4G20860	Carub.0007s2057
AT4G20870	Carub.0007s2056
AT5G41600	Carub.0007s3387
AT4G20920	Carub.0007s2051
AT5G41680	Carub.0007s3381
AT4G20930	Carub.0007s2050
AT5G41620	Carub.0007s3384
AT4G20900	Carub.0007s2053
AT4G20910	Carub.0007s2052
AT5G45320	Carub.0008s0281
AT5G45330	Carub.0008s0280
AT5G41685	Carub.0007s3380
AT1G29860	Carub.0001s2810
AT5G45300	Carub.0008s0285
AT1G29900	Carub.0001s2812
AT5G45310	Carub.0008s0284
AT5G45280	Carub.0008s0287
AT5G45290	Carub.0008s0286
AT1G29940	Carub.0001s2816
AT3G27930	Carub.0005s0650
AT5G45340	Carub.0008s0277
AT3G27950	Carub.0005s0651
AT3G53260	Carub.0005s1980
AT1G29950	Carub.0001s2818
AT3G28007	Carub.0005s0654
AT3G53310	Carub.0005s1986
AT3G28030	Carub.0005s0655
AT3G27960	Carub.0005s0652
AT3G27970	Carub.0005s0653
AT3G53340	Carub.0005s1989
AT3G28040	Carub.0005s0656
AT3G28050	Carub.0005s0657
AT3G53320	Carub.0005s1987
AT5G41690	Carub.0007s3379
AT4G20960	Carub.0007s2048
AT5G41700	Carub.0007s3378
AT4G20970	Carub.0007s2047
AT4G20940	Carub.0007s2049
AT5G41720	Carub.0007s3374
AT4G21010	Carub.0007s2043
AT4G20980	Carub.0007s2046
AT5G41730	Carub.0007s3373
AT4G21020	Carub.0007s2042
AT5G45410	Carub.0008s0270
AT5G45390	Carub.0008s0272
AT5G45400	Carub.0008s0271
AT5G45370	Carub.0008s0274
AT1G29980	Carub.0001s2823
AT5G45380	Carub.0008s0273
AT1G29990	Carub.0001s2824
AT1G30000	Carub.0001s2825
AT5G45360	Carub.0008s0275
AT1G30020	Carub.0001s2826
AT5G55610	Carub.0008s1598
AT5G45430	Carub.0008s0267
AT1G30040	Carub.0001s2827
AT3G53380	Carub.0005s1993
AT5G55600	Carub.0008s1597
AT1G30050	Carub.0001s2828
AT3G53370	Carub.0005s1992
AT5G45420	Carub.0008s0269
AT1G30070	Carub.0001s2829
AT3G53360	Carub.0005s1991
AT5G55620	Carub.0008s1599
AT3G53350	Carub.0005s1990
AT3G28130	Carub.0005s0665
AT3G53410	Carub.0005s1997
AT3G28140	Carub.0005s0666
AT3G28100	Carub.0005s0664
AT3G53390	Carub.0005s1994
AT1G03850	Carub.0001s0299
AT3G28190	Carub.0005s0669
AT3G28150	Carub.0005s0667
AT3G53420	Carub.0005s1999
AT1G03840	Carub.0001s0296
AT3G28180	Carub.0005s0668
AT1G03830	Carub.0001s0295
AT4G21065	Carub.0007s2037
AT1G03820	Carub.0001s0294
AT4G21070	Carub.0007s2036
AT1G03810	Carub.0001s0293
AT4G21060	Carub.0007s2039
AT1G03800	Carub.0001s0292
AT1G03790	Carub.0001s0291
AT4G20390	Carub.0007s2077
AT4G20400	Carub.0007s2076
AT4G20370	Carub.0007s2079
AT4G20380	Carub.0007s2078
AT4G20430	Carub.0007s2073
AT4G20440	Carub.0007s2072
AT4G20410	Carub.0007s2075
AT4G20420	Carub.0007s2074
AT1G30080	Carub.0001s2830
AT1G30090	Carub.0001s2831
AT5G55560	Carub.0008s1592
AT1G30100	Carub.0001s2832
AT4G20460	Carub.0007s2071
AT5G55550	Carub.0008s1591
AT4G20740	Carub.0007s2070
AT1G30110	Carub.0001s2833
AT4G19090	Carub.0008s0260
AT5G55570	Carub.0008s1594
AT4G19080	Carub.0008s0263
AT5G55590	Carub.0008s1596
AT1G30130	Carub.0001s2836
AT5G55580	Carub.0008s1595
AT1G30135	Carub.0001s2837
AT5G55520	Carub.0008s1587
AT5G55510	Carub.0008s1586
AT5G45470	Carub.0008s0255
AT1G30170	Carub.0001s2839
AT5G55540	Carub.0008s1589
AT5G45460	Carub.0008s0258
AT5G55530	Carub.0008s1588
AT2G39950	Carub.0004s2208
AT3G53110	Carub.0005s1964
AT3G27785	Carub.0005s0632
AT2G39960	Carub.0004s2209
AT3G53100	Carub.0005s1963
AT3G27810	Carub.0005s0633
AT2G39930	Carub.0004s2206
AT3G53090	Carub.0005s1962
AT3G27740	Carub.0005s0630
AT2G39940	Carub.0004s2207
AT3G27770	Carub.0005s0631
AT2G39910	Carub.0004s2204
AT3G53150	Carub.0005s1968
AT2G39920	Carub.0004s2205
AT1G03770	Carub.0001s0287
AT3G53140	Carub.0005s1967
AT3G27850	Carub.0005s0637
AT2G39890	Carub.0004s2202
AT1G03760	Carub.0001s0286
AT3G53130	Carub.0005s1966
AT3G27820	Carub.0005s0634
AT2G39900	Carub.0004s2203
AT1G03750	Carub.0001s0285
AT3G53120	Carub.0005s1965
AT1G03740	Carub.0001s0284
AT2G39880	Carub.0004s2201
AT4G20760	Carub.0007s2069
AT3G27860	Carub.0005s0638
AT3G53160	Carub.0005s1969
AT4G20790	Carub.0007s2066
AT1G03700	Carub.0001s0280
AT5G41520	Carub.0007s3399
AT4G20770	Carub.0007s2068
AT4G20780	Carub.0007s2067
AT4G20820	Carub.0007s2062
AT4G20830	Carub.0007s2061
AT4G20800	Carub.0007s2064
AT1G30160	Carub.0001s2840
AT1G30190	Carub.0001s2842
AT5G55470	Carub.0008s1581
AT5G41560	Carub.0007s3391
AT4G20840	Carub.0007s2060
AT1G30200	Carub.0001s2843
AT5G45520	Carub.0008s0250
AT5G55460	Carub.0008s1580
AT1G30210	Carub.0001s2844
AT5G45500	Carub.0008s0252
AT1G30220	Carub.0001s2845
AT5G55480	Carub.0008s1582
AT5G45510	Carub.0008s0251
AT1G30230	Carub.0001s2846
AT5G55500	Carub.0008s1585
AT1G30240	Carub.0001s2847
AT5G45480	Carub.0008s0254
AT5G55490	Carub.0008s1584
AT1G30250	Carub.0001s2848
AT1G30260	Carub.0001s2849
AT5G45580	Carub.0008s0245
AT5G55430	Carub.0008s1576
AT3G53180	Carub.0005s1971
AT5G45590	Carub.0008s0244
AT3G53170	Carub.0005s1970
AT5G55410	Carub.0008s1575
AT5G55440	Carub.0008s1577
AT5G45560	Carub.0008s0246
AT5G45530	Carub.0008s0249
AT3G53220	Carub.0005s1975
AT2G40030	Carub.0004s2219
AT3G27880	Carub.0005s0643
AT5G55450	Carub.0008s1579
AT5G45540	Carub.0008s0248
AT3G53210	Carub.0005s1974
AT3G53200	Carub.0005s1973
AT4G22760	Carub.0005s0641
AT1G03687	Carub.0001s0279
AT3G53190	Carub.0005s1972
AT1G03680	Carub.0001s0278
AT2G40020	Carub.0004s2218
AT3G27870	Carub.0005s0642
AT3G53250	Carub.0005s1979
AT1G03660	Carub.0001s0277
AT1G03650	Carub.0001s0276
AT2G40010	Carub.0004s2216
AT3G27920	Carub.0005s0648
AT2G39990	Carub.0004s2213
AT3G53232	Carub.0005s1977
AT1G03630	Carub.0001s0275
AT3G53230	Carub.0005s1976
AT1G03620	Carub.0001s0274
AT2G40000	Carub.0004s2214
AT2G39975	Carub.0004s2211
AT4G20850	Carub.0007s2059
AT1G03610	Carub.0001s0273
AT2G39980	Carub.0004s2212
AT5G41580	Carub.0007s3389
AT1G03600	Carub.0001s0272
AT1G03590	Carub.0001s0271
AT3G27925	Carub.0005s0649
AT2G39970	Carub.0004s2210
AT1G03560	Carub.0001s0270
AT4G20140	Carub.0007s2099
AT4G20150	Carub.0007s2098
AT2G40116	Carub.0004s2230
AT4G20190	Carub.0007s2095
AT1G30270	Carub.0001s2850
AT4G20160	Carub.0007s2097
AT1G30280	Carub.0001s2851
AT1G30290	Carub.0001s2852
AT4G20260	Carub.0007s2091
AT4G20270	Carub.0007s2090
AT1G30300	Carub.0001s2853
AT1G30320	Carub.0001s2854
AT5G55370	Carub.0008s1570
AT4G20235	Carub.0007s2092
AT1G30330	Carub.0001s2855
AT5G45610	Carub.0008s0241
AT1G30360	Carub.0001s2856
AT5G55380	Carub.0008s1572
AT5G45620	Carub.0008s0240
AT1G30370	Carub.0001s2857
AT5G45600	Carub.0008s0243
AT1G30380	Carub.0001s2858
AT5G55400	Carub.0008s1574
AT1G30400	Carub.0001s2859
AT5G55390	Carub.0008s1573
AT5G55310	Carub.0008s1565
AT5G45670	Carub.0008s0234
AT5G45680	Carub.0008s0233
AT5G55340	Carub.0008s1567
AT5G45650	Carub.0008s0236
AT5G55320	Carub.0008s1566
AT5G45660	Carub.0008s0235
AT5G45630	Carub.0008s0238
AT3G27660	Carub.0005s0610
AT3G52940	Carub.0005s1942
AT5G55350	Carub.0008s1568
AT5G45640	Carub.0008s0237
AT1G03550	Carub.0001s0269
AT3G27670	Carub.0005s0611
AT3G52930	Carub.0005s1941
AT2G40110	Carub.0004s2228
AT1G03540	Carub.0001s0268
AT1G16250	Carub.0001s1599
AT3G52920	Carub.0005s1940
AT2G40113	Carub.0004s2229
AT1G03530	Carub.0001s0267
AT1G16240	Carub.0001s1598
AT2G40095	Carub.0004s2226
AT1G03520	Carub.0001s0266
AT1G16220	Carub.0001s1597
AT3G52960	Carub.0005s1946
AT2G40100	Carub.0004s2227
AT1G03510	Carub.0001s0265
AT1G16210	Carub.0001s1596
AT1G16190	Carub.0001s1595
AT2G40085	Carub.0004s2224
AT1G16180	Carub.0001s1594
AT1G03490	Carub.0001s0263
AT2G40090	Carub.0004s2225
AT3G52950	Carub.0005s1943
AT1G16170	Carub.0001s1593
AT2G43220	Carub.0001s0262
AT2G40080	Carub.0004s2222
AT1G16160	Carub.0001s1592
AT1G03475	Carub.0001s0261
AT3G52990	Carub.0005s1949
AT1G03470	Carub.0001s0260
AT2G40060	Carub.0004s2220
AT3G52980	Carub.0005s1948
AT1G16090	Carub.0001s1590
AT2G40070	Carub.0004s2221
AT3G52970	Carub.0005s1947
AT4G20300	Carub.0007s2088
AT4G20310	Carub.0007s2087
AT2G40190	Carub.0004s2241
AT4G20330	Carub.0007s2084
AT4G20340	Carub.0007s2083
AT4G20320	Carub.0007s2086
AT1G30440	Carub.0001s2861
AT4G20325	Carub.0007s2085
AT1G30450	Carub.0001s2862
AT5G54480	Carub.0001s2864
AT4G20350	Carub.0007s2082
AT1G30460	Carub.0001s2865
AT4G20360	Carub.0007s2081
AT1G30470	Carub.0001s2867
AT5G55280	Carub.0008s1561
AT1G30473	Carub.0001s2868
AT5G55250	Carub.0008s1560
AT1G30475	Carub.0001s2869
AT5G55300	Carub.0008s1563
AT5G45690	Carub.0008s0232
AT5G55290	Carub.0008s1562
AT5G45700	Carub.0008s0231
AT5G55190	Carub.0008s1554
AT5G45760	Carub.0008s0223
AT5G55210	Carub.0008s1556
AT5G45740	Carub.0008s0225
AT5G55200	Carub.0008s1555
AT5G45750	Carub.0008s0224
AT3G53030	Carub.0005s1953
AT5G55230	Carub.0008s1558
AT5G45720	Carub.0008s0227
AT1G03457	Carub.0001s0259
AT3G53020	Carub.0005s1952
AT5G55220	Carub.0008s1557
AT1G03445	Carub.0001s0258
AT1G16080	Carub.0001s1588
AT3G53010	Carub.0005s1951
AT1G03440	Carub.0001s0257
AT2G40180	Carub.0004s2239
AT1G16070	Carub.0001s1587
AT3G53000	Carub.0005s1950
AT5G45710	Carub.0008s0228
AT1G03430	Carub.0001s0256
AT1G16060	Carub.0001s1586
AT3G53065	Carub.0005s1957
AT2G40160	Carub.0004s2237
AT3G27700	Carub.0005s0625
AT1G16040	Carub.0001s1585
AT1G03400	Carub.0001s0254
AT1G16030	Carub.0001s1584
AT3G53050	Carub.0005s1955
AT2G40140	Carub.0004s2235
AT1G16022	Carub.0001s1583
AT3G53040	Carub.0005s1954
AT1G03390	Carub.0001s0252
AT2G40150	Carub.0004s2236
AT3G27690	Carub.0005s0624
AT1G07830	Carub.0005s0629
AT1G16020	Carub.0001s1582
AT1G03380	Carub.0001s0251
AT1G03370	Carub.0001s0250
AT2G40130	Carub.0004s2234
AT3G53075	Carub.0005s1959
AT3G53070	Carub.0005s1958
AT3G27730	Carub.0005s0628
AT2G40280	Carub.0004s2252
AT2G40270	Carub.0004s2250
AT3G52810	Carub.0005s1929
AT1G30480	Carub.0001s2870
AT1G30490	Carub.0001s2871
AT1G30500	Carub.0001s2872
AT1G30510	Carub.0001s2873
AT1G30515	Carub.0001s2874
AT1G30520	Carub.0001s2876
AT5G55180	Carub.0008s1550
AT5G45780	Carub.0008s0220
AT5G45840	Carub.0008s0212
AT5G55130	Carub.0008s1543
AT5G45850	Carub.0008s0211
AT5G55125	Carub.0008s1542
AT5G45820	Carub.0008s0214
AT5G55135	Carub.0008s1545
AT5G45830	Carub.0008s0213
AT1G03365	Carub.0001s0249
AT5G45800	Carub.0008s0216
AT5G55150	Carub.0008s1547
AT1G03360	Carub.0001s0248
AT1G15980	Carub.0001s1578
AT5G45810	Carub.0008s0215
AT5G55140	Carub.0008s1546
AT1G03350	Carub.0001s0247
AT1G15970	Carub.0001s1577
AT5G55170	Carub.0008s1549
AT5G45790	Carub.0008s0218
AT1G15960	Carub.0001s1576
AT1G03340	Carub.0001s0245
AT1G15950	Carub.0001s1575
AT2G40260	Carub.0004s2248
AT1G03330	Carub.0001s0244
AT3G52760	Carub.0005s1924
AT1G15940	Carub.0001s1574
AT1G03320	Carub.0001s0243
AT3G52750	Carub.0005s1923
AT1G15930	Carub.0001s1573
AT2G40240	Carub.0004s2246
AT1G03310	Carub.0001s0242
AT1G15920	Carub.0001s1572
AT2G40250	Carub.0004s2247
AT1G03300	Carub.0001s0241
AT2G40230	Carub.0004s2244
AT1G03290	Carub.0001s0240
AT1G15900	Carub.0001s1570
AT3G52790	Carub.0005s1927
AT2G40200	Carub.0004s2242
AT3G52780	Carub.0005s1926
AT2G40220	Carub.0004s2243
AT3G52770	Carub.0005s1925
AT2G40380	Carub.0004s2262
AT2G40390	Carub.0004s2263
AT2G40360	Carub.0004s2260
AT3G27650	Carub.0005s0609
AT2G40370	Carub.0004s2261
AT1G30540	Carub.0001s2880
AT1G30560	Carub.0001s2882
AT1G30570	Carub.0001s2883
AT1G30580	Carub.0001s2884
AT1G30590	Carub.0001s2885
AT1G30600	Carub.0001s2886
AT1G30610	Carub.0001s2887
AT1G30620	Carub.0001s2888
AT1G30630	Carub.0001s2889
AT5G45860	Carub.0008s0210
AT5G55120	Carub.0008s1541
AT5G55110	Carub.0008s1540
AT5G45920	Carub.0008s0201
AT5G55050	Carub.0008s1532
AT3G26870	Carub.0008s0200
AT5G55040	Carub.0008s1531
AT1G03280	Carub.0001s0239
AT5G45910	Carub.0008s0202
AT5G55060	Carub.0008s1533
AT1G03270	Carub.0001s0238
AT1G15880	Carub.0001s1568
AT5G45900	Carub.0008s0205
AT3G52840	Carub.0005s1931
AT1G03260	Carub.0001s0237
AT1G15870	Carub.0001s1567
AT5G55070	Carub.0008s1535
AT3G27570	Carub.0005s0600
AT1G03250	Carub.0001s0236
AT3G52820	Carub.0005s1930
AT1G15860	Carub.0001s1566
AT5G55090	Carub.0008s1538
AT5G45890	Carub.0008s0206
AT4G00420	Carub.0001s1565
AT5G45870	Carub.0008s0209
AT2G40340	Carub.0004s2259
AT3G52880	Carub.0005s1935
AT1G03190	Carub.0001s0233
AT5G55100	Carub.0008s1539
AT3G27580	Carub.0005s0604
AT3G52870	Carub.0005s1934
AT1G03180	Carub.0001s0232
AT2G40320	Carub.0004s2257
AT3G52860	Carub.0005s1933
AT1G03170	Carub.0001s0231
AT1G15820	Carub.0001s1561
AT2G40330	Carub.0004s2258
AT3G52850	Carub.0005s1932
AT1G03160	Carub.0001s0230
AT1G15810	Carub.0001s1560
AT3G27630	Carub.0005s0607
AT3G52910	Carub.0005s1939
AT2G40316	Carub.0004s2256
AT3G27640	Carub.0005s0608
AT3G52905	Carub.0005s1938
AT2G40290	Carub.0004s2253
AT3G27610	Carub.0005s0605
AT3G52900	Carub.0005s1937
AT2G40300	Carub.0004s2254
AT3G27620	Carub.0005s0606
AT3G52890	Carub.0005s1936
AT2G41670	Carub.0004s2394
AT2G41680	Carub.0004s2395
AT2G29560	Carub.0004s1061
AT5G37820	Carub.0007s3300
AT2G41445	Carub.0004s2392
AT2G41440	Carub.0004s2393
AT2G41640	Carub.0004s2390
AT2G29550	Carub.0004s1060
AT2G41660	Carub.0004s2391
AT3G29385	Carub.0005s0812
AT1G65850	Carub.0005s0813
AT2G29530	Carub.0004s1058
AT2G29540	Carub.0004s1059
AT2G29510	Carub.0004s1056
AT2G41620	Carub.0004s2387
AT2G29525	Carub.0004s1057
AT3G29575	Carub.0005s0817
AT2G41630	Carub.0004s2388
AT3G29390	Carub.0005s0814
AT2G29490	Carub.0004s1054
AT2G41560	Carub.0004s2385
AT3G29400	Carub.0005s0815
AT2G41600	Carub.0004s2386
AT2G29650	Carub.0004s1075
AT2G29630	Carub.0004s1072
AT2G29640	Carub.0004s1073
AT2G29620	Carub.0004s1071
AT3G42870	Carub.0005s0823
AT3G29590	Carub.0005s0822
AT2G41705	Carub.0004s2398
AT2G41710	Carub.0004s2399
AT2G29590	Carub.0004s1065
AT2G41690	Carub.0004s2396
AT2G41700	Carub.0004s2397
AT2G29760	Carub.0004s1086
AT5G42110	Carub.0007s3322
AT2G29735	Carub.0004s1083
AT2G29680	Carub.0004s1078
AT2G29660	Carub.0004s1076
AT2G29670	Carub.0004s1077
AT3G29370	Carub.0005s0809
AT3G06280	Carub.0004s1097
AT3G29360	Carub.0005s0807
AT2G29780	Carub.0004s1090
AT2G29790	Carub.0004s1091
AT3G29300	Carub.0005s0801
AT3G29310	Carub.0005s0802
AT5G37860	Carub.0007s3305
AT3G29290	Carub.0005s0800
AT5G37840	Carub.0007s3302
AT5G37830	Carub.0007s3301
AT3G29320	Carub.0005s0803
AT5G37850	Carub.0007s3304
AT3G29340	Carub.0005s0804
AT5G41960	Carub.0007s3342
AT4G21323	Carub.0007s2011
AT5G41970	Carub.0007s3341
AT4G21326	Carub.0007s2010
AT5G41940	Carub.0007s3344
AT4G21310	Carub.0007s2013
AT5G41950	Carub.0007s3343
AT4G21320	Carub.0007s2012
AT4G21340	Carub.0007s2008
AT4G21350	Carub.0007s2007
AT4G21330	Carub.0007s2009
AT4G21390	Carub.0007s2004
AT5G42000	Carub.0007s3337
AT4G21366	Carub.0007s2006
AT2G29890	Carub.0004s1098
AT5G42010	Carub.0007s3336
AT4G21380	Carub.0007s2005
AT2G29900	Carub.0004s1099
AT5G42030	Carub.0007s3331
AT4G21430	Carub.0007s2000
AT5G42050	Carub.0007s3330
AT5G42060	Carub.0007s3328
AT5G42070	Carub.0007s3327
AT1G01230	Carub.0001s0098
AT1G01240	Carub.0001s0097
AT5G42090	Carub.0007s3324
AT1G01250	Carub.0001s0096
AT5G42100	Carub.0007s3323
AT1G01260	Carub.0001s0095
AT4G00690	Carub.0007s3326
AT1G01280	Carub.0001s0094
AT5G42080	Carub.0007s3325
AT1G01290	Carub.0001s0093
AT4G21100	Carub.0007s2033
AT5G41761	Carub.0007s3363
AT1G01300	Carub.0001s0092
AT4G21105	Carub.0007s2032
AT1G01310	Carub.0001s0091
AT1G01320	Carub.0001s0090
AT5G41780	Carub.0007s3360
AT4G21110	Carub.0007s2031
AT5G41770	Carub.0007s3361
AT4G21120	Carub.0007s2030
AT5G45190	Carub.0008s0299
AT1G01340	Carub.0001s0089
AT4G21140	Carub.0007s2029
AT1G01360	Carub.0001s0087
AT1G01370	Carub.0001s0086
AT4G21170	Carub.0007s2026
AT5G41810	Carub.0007s3356
AT1G01380	Carub.0001s0085
AT4G21180	Carub.0007s2025
AT5G41790	Carub.0007s3359
AT1G01390	Carub.0001s0084
AT4G21150	Carub.0007s2028
AT5G41800	Carub.0007s3358
AT1G01430	Carub.0001s0083
AT4G21160	Carub.0007s2027
AT1G01440	Carub.0001s0082
AT4G21200	Carub.0007s2022
AT4G21210	Carub.0007s2021
AT1G01453	Carub.0001s0080
AT4G21190	Carub.0007s2024
AT4G21192	Carub.0007s2023
AT5G41850	Carub.0007s3351
AT5G45275	Carub.0008s0290
AT4G21215	Carub.0007s2020
AT5G41860	Carub.0007s3350
AT5G45260	Carub.0008s0293
AT2G17060	Carub.0008s0297
AT4G03645	Carub.0008s0289
AT5G45277	Carub.0008s0288
AT1G01460	Carub.0001s0079
AT5G41870	Carub.0007s3349
AT4G21240	Carub.0007s2018
AT1G01470	Carub.0001s0077
AT1G01480	Carub.0001s0076
AT5G41900	Carub.0007s3346
AT1G01490	Carub.0001s0075
AT4G21280	Carub.0007s2015
AT5G41920	Carub.0007s3345
AT1G01500	Carub.0001s0074
AT4G21300	Carub.0007s2014
AT5G41880	Carub.0007s3348
AT1G01510	Carub.0001s0073
AT5G41890	Carub.0007s3347
AT1G01520	Carub.0001s0072
AT4G21270	Carub.0007s2016
AT1G29480	Carub.0001s2770
AT1G29460	Carub.0001s2773
AT1G29520	Carub.0001s2775
AT1G29530	Carub.0001s2776
AT1G29540	Carub.0001s2777
AT5G56190	Carub.0008s1651
AT5G56180	Carub.0008s1650
AT1G01140	Carub.0001s0109
AT5G56100	Carub.0008s1642
AT1G14630	Carub.0001s1439
AT5G56090	Carub.0008s1641
AT5G45110	Carub.0008s0310
AT1G14620	Carub.0001s1438
AT5G56120	Carub.0008s1644
AT1G01150	Carub.0001s0106
AT5G56110	Carub.0008s1643
AT1G14600	Carub.0001s1436
AT1G01160	Carub.0001s0105
AT2G32140	Carub.0008s0315
AT5G56140	Carub.0008s1646
AT1G14590	Carub.0001s1435
AT1G01170	Carub.0001s0104
AT5G56130	Carub.0008s1645
AT5G45100	Carub.0008s0314
AT1G14580	Carub.0001s1434
AT1G01180	Carub.0001s0103
AT5G56160	Carub.0008s1648
AT1G14570	Carub.0001s1433
AT5G56150	Carub.0008s1647
AT1G14560	Carub.0001s1432
AT1G01190	Carub.0001s0101
AT1G01200	Carub.0001s0100
AT1G14550	Carub.0001s1431
AT5G56170	Carub.0008s1649
AT1G14540	Carub.0001s1430
AT1G29560	Carub.0001s2780
AT1G29580	Carub.0001s2784
AT1G29630	Carub.0001s2785
AT1G29640	Carub.0001s2786
AT1G29660	Carub.0001s2787
AT1G29670	Carub.0001s2788
AT1G29680	Carub.0001s2789
AT5G56080	Carub.0008s1640
AT1G14530	Carub.0001s1429
AT5G55970	Carub.0008s1631
AT5G45170	Carub.0008s0300
AT1G14520	Carub.0001s1428
AT5G55960	Carub.0008s1630
AT5G55990	Carub.0008s1633
AT5G45160	Carub.0008s0302
AT5G55980	Carub.0008s1632
AT1G14688	Carub.0001s1424
AT5G45150	Carub.0008s0303
AT1G14510	Carub.0001s1423
AT5G56040	Carub.0008s1637
AT5G45130	Carub.0008s0306
AT5G56020	Carub.0008s1636
AT5G45140	Carub.0008s0305
AT1G14490	Carub.0001s1421
AT5G45120	Carub.0008s0307
AT5G45113	Carub.0008s0309
AT1G29690	Carub.0001s2790
AT1G29700	Carub.0001s2791
AT1G29720	Carub.0001s2795
AT1G29750	Carub.0001s2799
AT1G14470	Carub.0001s1419
AT1G14460	Carub.0001s1418
AT5G55850	Carub.0008s1620
AT1G14450	Carub.0001s1416
AT5G55860	Carub.0008s1622
AT1G14440	Carub.0001s1415
AT1G14430	Carub.0001s1414
AT5G55910	Carub.0008s1624
AT1G14420	Carub.0001s1413
AT1G14410	Carub.0001s1411
AT5G55920	Carub.0008s1625
AT5G55950	Carub.0008s1628
AT1G14390	Carub.0001s1409
AT1G14380	Carub.0001s1408
AT1G14370	Carub.0001s1407
AT1G14360	Carub.0001s1406
AT1G14350	Carub.0001s1405
AT5G55730	Carub.0008s1610
AT5G55750	Carub.0008s1613
AT1G14345	Carub.0001s1403
AT5G55740	Carub.0008s1612
AT1G14340	Carub.0001s1402
AT1G14330	Carub.0001s1401
AT5G55760	Carub.0008s1614
AT1G14320	Carub.0001s1400
AT5G55820	Carub.0008s1617
AT5G55810	Carub.0008s1616
