AT2G36840	AL4G33040
AT1G18140	AL1G30510
AT5G04820	AL6G14480
AT5G03640	AL6G13150
AT2G29460	AL4G24060
AT4G38900	AL7G10780
AT2G30505	AL4G25390
AT1G06250	AL1G16240
AT4G30690	AL7G21430
AT1G07420	AL1G17570
AT5G14390	AL6G25100
AT5G66360	AL8G45170
AT5G16750	AL6G27760
AT3G08700	AL3G19700
AT5G15570	AL6G26430
AT1G48970	AL1G55800
AT5G16760	AL6G27770
AT3G08710	AL3G19710
AT5G66370	AL8G45160
AT1G17280	AL1G29530
AT1G16030	AL1G28200
AT4G29640	AL7G22750
AT4G20740	AL7G33400
AT4G00752	AL6G52710
AT5G27320	AL6G39750
AT3G09520	AL3G20700
AT1G19270	AL1G31850
AT1G18150	AL1G30520
AT5G03630	AL6G13140
AT5G37800	AL7G46700
AT2G30500	AL4G25380
AT4G30700	AL7G21420
AT1G07410	AL1G17560
AT1G06240	AL1G16230
AT4G38890	AL7G10770
AT1G08465	AL1G18890
AT5G14400	AL6G25110
AT5G15580	AL6G26440
AT1G66780	AL247U10010
AT2G38730	AL4G36030
AT3G08720	AL3G19720
AT2G40800	AL4G38690
AT2G39810	AL4G37360
AT1G49000	AL1G55870
AT1G45976	AL1G53210
AT1G30000	AL1G43890
AT1G18200	AL1G30570
AT1G73190	AL2G32960
AT1G16090	AL1G28250
AT1G17330	AL1G29580
AT3G09530	AL3G20710
AT1G60600	AL2G16000
AT1G27700	AL1G41230
AT1G06260	AL1G16260
AT1G07440	AL1G17590
AT4G38840	AL7G10720
AT3G19300	AL3G32700
AT3G08730	AL3G19730
AT3G07150	AL3G18400
AT2G39820	AL4G37370
AT1G73180	AL2G32950
AT1G17340	AL1G29590
AT3G09540	AL3G20720
AT1G27695	AL1G41220
AT1G18210	AL1G30580
AT1G29990	AL1G43880
AT1G70060	AL2G29300
AT1G07430	AL1G17580
AT4G38830	AL7G10710
AT3G08740	AL3G19740
AT4G02760	AL6G50180
AT3G09560	AL3G20730
AT3G07160	AL3G18410
AT1G48980	AL1G55850
AT1G48010	AL1G54520
AT1G16070	AL1G28230
AT2G38750	AL4G36050
AT2G39830	AL4G37380
AT1G19290	AL1G31880
AT1G18180	AL1G30550
AT1G72020	AL2G31650
AT1G73210	AL2G32980
AT1G59640	AL2G17350
AT1G72580	AL6G49190
AT3G19320	AL3G32720
AT1G27690	AL1G41210
AT5G46550	AL8G11800
AT1G29980	AL1G43870
AT4G38860	AL7G10740
AT1G06270	AL1G16280
AT3G09570	AL3G20740
AT3G07170	AL3G18420
AT4G03600	AL6G49180
AT1G48000	AL1G54510
AT2G38760	AL4G36060
AT2G39840	AL4G37390
AT3G08760	AL3G19750
AT1G17310	AL1G29570
AT1G19300	AL1G31890
AT1G18190	AL1G30560
AT1G72010	AL2G31640
AT1G16080	AL1G28240
AT1G73200	AL2G32970
AT1G59650	AL2G17340
AT1G27680	AL1G41200
AT5G46540	AL8G11810
AT1G24256	AL1G16270
AT4G38850	AL7G10730
AT3G19310	AL3G32710
AT1G70070	AL2G29320
AT4G03610	AL6G49170
AT3G09580	AL3G20750
AT1G60560	AL2G16040
AT2G38770	AL4G36070
AT4G02770	AL6G50160
AT3G06240	AL3G17100
AT4G01810	AL6G51490
AT1G27740	AL1G41270
AT1G70870	AL2G30340
AT1G72040	AL2G31670
AT1G16160	AL1G28290
AT3G19340	AL3G32740
AT1G70100	AL2G29350
AT4G03620	AL6G49160
AT4G02780	AL6G50150
AT1G27730	AL1G41260
AT1G72030	AL2G31660
AT1G60570	AL2G16030
AT1G73220	AL2G32990
AT3G18210	AL3G31400
AT3G19330	AL3G32730
AT1G48050	AL1G54570
AT1G46480	AL1G53240
AT1G68960	AL2G28010
AT1G70090	AL2G29340
AT1G06280	AL1G16290
AT1G80470	AL2G41010
AT5G14450	AL6G25180
AT3G06250	AL3G17120
AT2G05900	AL3G43410
AT4G01840	AL6G51470
AT4G03635	AL6G49150
AT3G08780	AL3G19780
AT4G02790	AL6G50140
AT3G09590	AL3G20770
AT3G07190	AL3G18450
AT1G46264	AL1G53230
AT1G27720	AL1G41250
AT1G28960	AL1G42580
AT2G38790	AL4G36090
AT1G72070	AL2G31690
AT5G26700	AL6G38490
AT5G25415	AL6G37160
AT3G17120	AL3G30100
AT1G68990	AL2G28040
AT3G19360	AL3G32760
AT1G18197	AL1G30590
AT1G56610	AL1G66510
AT1G49010	AL1G55890
AT1G48040	AL1G54560
AT4G38825	AL7G10700
AT4G00670	AL6G52790
AT5G14460	AL6G25190
AT4G01850	AL6G51460
AT3G07195	AL3G18460
AT4G02800	AL6G50130
AT1G28760	AL1G42570
AT3G08790	AL3G19790
AT1G72050	AL2G31680
AT5G25410	AL6G37170
AT3G18215	AL3G31420
AT3G16340	AL3G29110
AT3G19350	AL3G32750
AT1G70110	AL2G29360
AT1G68980	AL2G28030
AT1G27710	AL1G41240
AT1G49005	AL1G55880
AT3G55890	AL5G37180
AT2G04570	AL3G42220
AT2G23400	AL4G13310
AT2G05990	AL3G43550
AT3G07290	AL3G18590
AT3G06330	AL3G17260
AT5G48460	AL8G21300
AT2G31370	AL4G26620
AT1G54820	AL1G65280
AT3G17210	AL3G30240
AT3G54970	AL5G36080
AT5G58430	AL8G34620
AT5G59480	AL8G35950
AT1G47128	AL1G53290
AT5G47390	AL8G10650
AT5G46430	AL8G11980
AT5G49990	AL8G23970
AT2G24280	AL4G14630
AT2G42460	AL4G40940
AT2G23390	AL4G13300
AT2G32560	AL4G27970
AT5G47380	AL8G10660
AT3G19490	AL3G32890
AT3G18310	AL3G31560
AT3G17205	AL3G30230
AT3G54960	AL5G36070
AT1G47056	AL1G53280
AT5G46420	AL8G11990
AT5G59470	AL8G35940
AT5G50000	AL8G23980
AT5G49130	AL8G22650
AT2G24860	AL4G15950
AT2G42465	AL4G40950
AT4G09870	AL3G31590
AT2G31360	AL4G26600
AT1G27752	AL1G41290
AT3G06340	AL3G17280
AT2G32580	AL4G27980
AT5G48470	AL8G21320
AT5G59490	AL8G35970
AT5G47370	AL8G10670
AT5G58450	AL8G34640
AT3G54950	AL5G36060
AT3G16440	AL3G29260
AT5G57340	AL8G33310
AT2G39790	AL4G37300
AT2G42470	AL4G40960
AT5G48480	AL8G21330
AT2G40760	AL4G38640
AT5G50010	AL8G23990
AT4G05553	AL3G44890
AT2G06000	AL3G43560
AT1G27750	AL1G41280
AT2G32590	AL4G27990
AT3G45510	AL5G24070
AT3G06350	AL3G17290
AT5G47360	AL8G10680
AT3G17220	AL3G30250
AT1G46768	AL1G53260
AT3G54940	AL5G36050
AT5G58440	AL8G34630
AT2G46190	AL4G37310
AT3G56080	AL5G37380
AT3G16450	AL3G29270
AT2G40765	AL4G38650
AT2G42475	AL4G40970
AT2G41680	AL4G39980
AT2G24270	AL4G14600
AT1G73050	AL2G32800
AT1G56620	AL1G66570
AT1G54780	AL1G65240
AT2G44870	AL2G19830
AT2G06010	AL3G43590
AT5G59440	AL8G35910
AT5G47430	AL8G10610
AT3G16460	AL3G29280
AT3G54930	AL5G36040
AT2G38700	AL4G36000
AT2G41690	AL4G39990
AT2G04620	AL3G42250
AT2G40770	AL4G38660
AT1G56630	AL1G66580
AT1G54790	AL1G65250
AT5G49960	AL8G23930
AT3G46510	AL5G25380
AT3G16470	AL3G29290
AT2G06005	AL3G43580
AT5G59430	AL8G35900
AT2G32070	AL103U10060
AT3G54920	AL5G36030
AT3G57200	AL5G38690
AT2G38710	AL4G36010
AT2G39800	AL4G37340
AT2G24850	AL4G15910
AT1G73066	AL2G32820
AT1G58007	AL2G18520
AT3G56730	AL5G24040
AT5G49100	AL8G22610
AT5G49970	AL8G23940
AT1G56650	AL1G66590
AT3G57190	AL5G38680
AT2G03590	AL5G13380
AT5G59460	AL8G35930
AT3G54910	AL5G36020
AT5G47420	AL8G10630
AT2G38720	AL4G36020
AT2G39805	AL4G37350
AT2G40790	AL4G38680
AT1G73060	AL2G32810
AT3G59100	AL5G40990
AT3G46500	AL5G25360
AT3G47470	AL5G26690
AT3G17250	AL3G30290
AT1G65110	AL2G19840
AT5G49110	AL8G22620
AT5G49980	AL8G23950
AT5G46460	AL8G11970
AT3G56070	AL5G37340
AT5G59450	AL8G35920
AT5G47400	AL8G10640
AT2G22520	AL4G12064
AT4G30830	AL7G21290
AT5G42440	AL8G19060
AT3G54890	AL5G36000
AT5G47950	AL8G20050
AT3G59090	AL5G40980
AT5G66180	AL8G45350
AT5G67310	AL8G44020
AT3G47460	AL5G26680
AT5G26680	AL6G38510
AT5G27270	AL6G39840
AT4G00620	AL6G52820
AT4G20880	AL7G33270
AT5G03700	AL6G13210
AT5G04870	AL6G14540
AT2G30490	AL4G25370
AT5G57390	AL8G33370
AT5G56369	AL8G32040
AT5G14470	AL6G25200
AT5G28840	AL6G40840
AT2G02820	AL5G12030
AT3G57170	AL5G38660
AT3G56060	AL5G37330
AT5G16840	AL6G27860
AT5G36290	AL7G45260
AT5G15700	AL6G26530
AT2G22530	AL4G12066
AT5G66190	AL8G45340
AT3G56050	AL5G37320
AT3G59080	AL5G40970
AT5G67320	AL8G44010
AT5G03690	AL6G13200
AT5G26670	AL6G38520
AT3G46470	AL5G25340
AT5G27240	AL6G39850
AT4G00630	AL6G52810
AT3G47450	AL5G26670
AT5G42420	AL8G19070
AT5G05940	AL6G15860
AT4G20890	AL7G33260
AT4G19540	AL7G34590
AT5G56368	AL8G32030
AT2G29450	AL4G24030
AT2G30480	AL4G25360
AT2G31430	AL4G26690
AT5G57380	AL8G33360
AT5G58470	AL8G34690
AT5G14480	AL6G25210
AT5G16860	AL6G27870
AT5G15710	AL6G26540
AT4G30840	AL7G21280
AT2G04650	AL3G42290
AT5G67290	AL8G44040
AT2G22500	AL4G12040
AT2G02800	AL5G12010
AT3G59070	AL5G40960
AT3G56040	AL5G37310
AT3G48540	AL5G27990
AT3G47440	AL5G26660
AT4G00660	AL6G52800
AT5G04885	AL6G14560
AT1G08470	AL1G18900
AT5G27280	AL6G39820
AT4G20860	AL7G33290
AT2G29440	AL4G24020
AT5G05960	AL6G15890
AT2G30470	AL4G25350
AT2G31425	AL4G26680
AT5G57410	AL8G33390
AT2G32510	AL4G27900
AT3G58260	AL5G39970
AT2G23430	AL4G13370
AT5G16820	AL6G27840
AT5G37730	AL7G46570
AT5G67300	AL8G44030
AT2G02810	AL5G12020
AT3G58250	AL5G39960
AT3G57150	AL5G38630
AT3G56030	AL5G37300
AT3G48530	AL5G27980
AT5G05950	AL6G15880
AT5G42400	AL8G19090
AT5G26690	AL6G38500
AT4G20870	AL7G33280
AT5G57400	AL8G33380
AT3G47430	AL5G26650
AT2G32520	AL4G27910
AT3G26010	AL5G14680
AT5G28830	AL6G40810
AT5G36280	AL7G45250
AT5G16830	AL6G27850
AT5G15680	AL6G26520
AT5G48485	AL8G21340
AT4G29730	AL7G22580
AT1G19310	AL1G31900
AT5G49150	AL8G22670
AT3G59060	AL5G40940
AT5G66220	AL8G45310
AT3G58240	AL5G39950
AT2G03560	AL5G13320
AT3G57140	AL5G38620
AT3G26950	AL5G15980
AT3G25990	AL5G14650
AT5G05910	AL6G15830
AT4G20920	AL7G33230
AT5G04840	AL6G14500
AT4G19560	AL7G34560
AT1G08490	AL1G18920
AT2G31410	AL4G26660
AT5G56350	AL8G32000
AT3G47420	AL5G26640
AT3G48520	AL5G27970
AT5G16800	AL6G27820
AT4G30860	AL7G21250
AT2G24330	AL4G14680
AT5G37710	AL7G46550
AT3G59050	AL5G40930
AT4G29735	AL7G22570
AT5G48490	AL8G21350
AT2G42450	AL4G40900
AT3G26000	AL5G14660
AT2G02790	AL5G12000
AT3G57130	AL5G38610
AT5G05900	AL6G15820
AT4G20930	AL7G33220
AT5G66230	AL8G45300
AT1G08480	AL1G18910
AT2G30440	AL4G25320
AT2G31400	AL4G26650
AT5G57345	AL8G33320
AT4G38700	AL7G10590
AT5G58460	AL8G34650
AT5G59500	AL8G35980
AT3G26990	AL5G15990
AT5G16810	AL6G27830
AT2G32540	AL4G27935
AT5G15650	AL6G26500
AT5G37720	AL7G46560
AT2G24320	AL4G14670
AT2G22490	AL4G12010
AT2G23420	AL4G13330
AT3G57120	AL5G38600
AT3G59040	AL5G40920
AT5G66200	AL8G45330
AT2G03530	AL5G13300
AT5G49160	AL8G22690
AT3G26935	AL5G15960
AT3G25970	AL5G14630
AT5G67330	AL8G44000
AT3G58230	AL5G39930
AT5G04850	AL6G14520
AT4G20900	AL7G33250
AT5G05930	AL6G15850
AT4G19550	AL7G34580
AT2G30432	AL4G25310
AT2G31390	AL4G26640
AT5G57370	AL8G33350
AT1G07460	AL1G17610
AT1G08510	AL1G18940
AT5G16780	AL6G27800
AT2G22480	AL4G12000
AT4G30845	AL7G21270
AT2G24310	AL4G14660
AT2G24300	AL4G14650
AT3G59030	AL5G40910
AT2G23410	AL4G13320
AT3G58220	AL5G39920
AT4G29720	AL7G22590
AT5G47940	AL8G20040
AT5G66210	AL8G45320
AT3G25980	AL5G14640
AT2G03550	AL5G13310
AT3G26940	AL5G15970
AT5G05920	AL6G15840
AT4G20910	AL7G33240
AT2G30424	AL4G25300
AT2G31380	AL4G26630
AT5G57360	AL8G33340
AT1G08500	AL1G18930
AT2G32550	AL4G27950
AT5G56360	AL8G32010
AT3G48510	AL5G27940
AT5G16790	AL6G27810
AT4G30850	AL7G21260
AT2G40740	AL4G38600
AT3G59020	AL5G40900
AT5G14530	AL6G25280
AT3G58210	AL5G39910
AT1G49030	AL1G55910
AT3G26934	AL5G15940
AT3G25950	AL5G14610
AT4G28556	AL7G23990
AT4G29658	AL7G22660
AT4G20840	AL7G33310
AT4G32730	AL7G19010
AT4G19470	AL7G34640
AT4G18390	AL7G35970
AT1G19350	AL1G31940
AT3G47410	AL5G26600
AT5G26610	AL6G38590
AT1G70030	AL2G29270
AT1G71980	AL2G31590
AT1G70810	AL2G30260
AT3G48500	AL5G27930
AT1G07473	AL1G17630
AT1G08530	AL1G18960
AT4G38810	AL7G10680
AT5G25470	AL6G37260
AT5G03750	AL6G13290
AT4G31900	AL7G20000
AT5G41460	AL7G47960
AT5G14540	AL6G25290
AT1G59660	AL2G17280
AT1G16170	AL1G28300
AT4G00550	AL6G52890
AT3G58200	AL5G39900
AT4G28560	AL7G23980
AT1G17360	AL1G29630
AT4G29660	AL7G22650
AT4G20850	AL7G33300
AT4G32750	AL7G19000
AT4G19490	AL7G34630
AT4G18395	AL7G35960
AT1G19360	AL1G31950
AT1G70800	AL2G30250
AT1G18250	AL1G30620
AT1G30040	AL1G43920
AT5G25475	AL6G37270
AT1G71970	AL2G31580
AT3G48490	AL5G27920
AT1G08520	AL1G18950
AT4G38800	AL7G10670
AT4G30810	AL7G21320
AT5G36300	AL7G45310
AT5G37770	AL7G46640
AT5G15750	AL6G26590
AT1G17345	AL1G29600
AT1G19330	AL1G31920
AT5G14510	AL6G25260
AT4G03570	AL6G49230
AT4G02740	AL6G50220
AT4G20820	AL7G33330
AT4G18375	AL7G35990
AT4G32710	AL7G19036
AT1G06310	AL1G16320
AT1G08550	AL1G18980
AT3G55513	AL7G20020
AT1G30020	AL1G43910
AT3G25940	AL5G14600
AT1G17350	AL1G29610
AT5G14520	AL6G25270
AT4G20830	AL7G33320
AT4G19460	AL7G34650
AT4G18380	AL7G35980
AT4G00560	AL6G52870
AT4G32720	AL7G19020
AT1G19340	AL1G31930
AT1G70820	AL2G30270
AT1G06290	AL1G16310
AT1G07476	AL1G17640
AT1G08540	AL1G18970
AT5G25460	AL6G37250
AT5G41470	AL7G47950
AT5G37740	AL7G46620
AT4G30790	AL7G21340
AT1G30010	AL1G43900
AT5G15730	AL6G26570
AT5G66250	AL8G45270
AT1G16210	AL1G28330
AT4G18422	AL7G35930
AT1G17400	AL1G29660
AT1G14940	AL1G27000
AT4G28590	AL7G23950
AT4G29690	AL7G22620
AT5G25440	AL6G37220
AT5G57330	AL8G33290
AT1G19380	AL1G31980
AT1G18270	AL1G30650
AT4G00570	AL6G52860
AT5G48050	AL6G51530
AT3G26920	AL5G15900
AT1G27760	AL1G41310
AT5G03720	AL6G13250
AT5G04895	AL6G14580
AT4G39760	AL7G11970
AT5G41490	AL7G47920
AT1G07485	AL1G17670
AT1G06330	AL1G16340
AT4G38770	AL7G10640
AT3G08800	AL3G19800
AT5G15740	AL6G26580
AT1G49100	AL1G55940
AT1G14950	AL1G27010
AT5G14500	AL6G25250
AT1G16220	AL1G28340
AT4G28600	AL7G23940
AT1G17410	AL1G29670
AT1G19397	AL1G31990
AT4G29700	AL7G22610
AT1G18280	AL1G30660
AT4G00585	AL6G52850
AT5G04890	AL6G14570
AT1G30070	AL1G43960
AT1G06320	AL1G16330
AT5G25450	AL6G37230
AT5G26620	AL6G38560
AT5G57320	AL8G33280
AT5G41480	AL7G47930
AT1G08560	AL1G18990
AT4G38760	AL7G10630
AT4G39756	AL7G11960
AT3G08810	AL3G19810
AT5G16870	AL6G27880
AT3G08820	AL3G19820
AT1G49050	AL1G55930
AT1G17370	AL1G29640
AT4G28570	AL7G23970
AT1G16180	AL1G28310
AT4G29670	AL7G22640
AT4G19500	AL7G34620
AT5G25425	AL6G37200
AT4G18400	AL7G35950
AT4G01790	AL6G51510
AT5G26660	AL6G38530
AT5G27230	AL6G39860
AT1G19370	AL1G31960
AT1G18260	AL1G30630
AT4G00590	AL6G52840
AT1G30050	AL1G43950
AT4G39780	AL7G11990
AT4G00600	AL6G52834
AT5G41530	AL7G47900
AT4G30820	AL7G21310
AT2G23380	AL4G13290
AT1G06350	AL1G16360
AT1G07510	AL1G17690
AT5G15720	AL6G26550
AT3G19390	AL3G32800
AT1G49040	AL1G55920
AT5G16880	AL6G27890
AT3G08840	AL3G19830
AT5G15725	AL6G26560
AT4G19510	AL7G34610
AT4G28580	AL7G23960
AT1G16190	AL1G28320
AT1G17380	AL1G29650
AT4G29680	AL7G22630
AT4G01800	AL6G51500
AT5G25430	AL6G37210
AT1G18265	AL1G30640
AT3G09600	AL3G20820
AT5G04900	AL6G14590
AT5G03730	AL6G13260
AT5G27220	AL6G39870
AT5G41520	AL7G47910
AT2G30395	AL4G25260
AT2G31350	AL4G26590
AT4G30825	AL7G21300
AT1G06340	AL1G16350
AT1G07500	AL1G17680
AT2G23370	AL4G13280
AT5G14490	AL6G25230
AT5G66240	AL8G45280
AT3G08850	AL3G19840
AT3G07230	AL3G18510
AT1G47210	AL1G53330
AT3G20362	AL2G20860
AT2G40700	AL4G38570
AT1G29000	AL1G42680
AT1G16250	AL1G28370
AT1G73090	AL2G32840
AT1G14980	AL1G27040
AT4G28630	AL7G23910
AT2G42440	AL4G40890
AT1G65120	AL2G19870
AT1G57943	AL2G18540
AT1G54860	AL1G65320
AT3G10110	AL1G30690
AT1G26690	AL1G39024
AT1G25310	AL1G40020
AT1G05270	AL1G15050
AT1G49130	AL1G55990
AT4G39730	AL7G11930
AT4G38710	AL7G10600
AT3G19410	AL3G32820
AT3G08860	AL3G19850
AT3G09630	AL3G20840
AT2G40720	AL4G38580
AT1G49120	AL1G55980
AT1G48090	AL1G54650
AT1G14990	AL1G27050
AT1G73080	AL2G32830
AT1G59710	AL2G17200
AT1G16260	AL1G28380
AT1G56700	AL1G66660
AT4G28640	AL7G23900
AT1G25320	AL1G40010
AT1G54870	AL1G65330
AT1G55870	AL1G64000
AT1G27850	AL1G41340
AT1G06360	AL1G16370
AT1G05260	AL1G15040
AT3G19400	AL3G32810
AT4G39720	AL7G11920
AT3G09640	AL3G20850
AT1G14960	AL1G27020
AT1G47130	AL1G53310
AT1G49110	AL1G55970
AT3G08870	AL3G19860
AT2G40730	AL4G38590
AT1G17420	AL1G29680
AT1G18290	AL1G30670
AT5G49945	AL8G23900
AT4G28610	AL7G23930
AT4G29710	AL7G22600
AT1G56710	AL1G66670
AT1G70760	AL2G30200
AT1G73110	AL2G32860
AT1G57870	AL2G18560
AT3G18280	AL3G31510
AT3G19430	AL3G32840
AT1G25330	AL1G40000
AT1G30090	AL1G43990
AT4G39753	AL7G11950
AT1G05290	AL1G15070
AT4G38740	AL7G10620
AT1G69970	AL2G29210
AT4G02720	AL6G50290
AT3G09650	AL3G20860
AT1G48070	AL1G54630
AT3G08880	AL3G19870
AT3G07250	AL3G18540
AT2G39782	AL4G37270
AT1G18300	AL1G30680
AT1G14970	AL1G27030
AT5G49950	AL8G23910
AT1G54890	AL1G65350
AT4G28620	AL7G23920
AT1G73100	AL2G32850
AT1G17430	AL1G29690
AT1G55880	AL1G64020
AT1G16240	AL1G28360
AT1G57906	AL2G18550
AT3G19420	AL3G32830
AT1G26700	AL1G39010
AT5G40060	AL8G11930
AT1G27770	AL1G41320
AT1G30080	AL1G43980
AT4G38730	AL7G10610
AT1G06380	AL1G16390
AT5G47435	AL8G10600
AT4G39740	AL7G11940
AT1G05280	AL1G15060
AT3G18270	AL3G31500
AT1G69960	AL2G29200
AT4G02725	AL6G50280
AT2G11810	AL3G44840
AT3G09660	AL3G20870
AT3G08890	AL3G19880
AT1G27910	AL1G41390
AT1G25290	AL1G40060
AT1G71940	AL2G31550
AT1G73130	AL2G32880
AT3G18290	AL3G31530
AT3G19450	AL3G32860
AT1G47230	AL1G53370
AT1G69990	AL2G29230
AT1G26665	AL1G39060
AT2G11520	AL3G44830
AT2G05920	AL3G43500
AT3G08900	AL3G19890
AT3G09670	AL3G20880
AT4G02730	AL6G50270
AT1G70770	AL2G30210
AT1G27900	AL1G41380
AT1G15020	AL1G27090
AT1G73120	AL2G32870
AT1G59675	AL2G17240
AT1G71930	AL2G31540
AT3G19440	AL3G32850
AT3G16390	AL3G29210
AT1G56660	AL1G66620
AT1G43800	AL1G52030
AT1G48120	AL1G54690
AT1G05291	AL1G15080
AT1G69980	AL2G29220
AT1G26660	AL1G39070
AT3G06310	AL3G17240
AT4G03565	AL6G49270
AT3G07270	AL3G18570
AT1G43810	AL1G52020
AT2G04560	AL3G42200
AT2G11910	AL3G44860
AT1G15000	AL1G27060
AT1G71960	AL2G31570
AT1G16270	AL1G28390
AT1G70790	AL2G30240
AT5G25480	AL6G37280
AT1G70020	AL2G29250
AT3G18300	AL3G31550
AT3G19480	AL3G32880
AT1G56670	AL1G66630
AT1G54840	AL1G65300
AT1G48110	AL1G54680
AT4G39710	AL7G11910
AT2G11890	AL3G44850
AT2G05940	AL3G43520
AT4G01750	AL6G51580
AT4G02735	AL6G50250
AT1G47220	AL1G53340
AT1G27880	AL1G41360
AT1G70780	AL2G30232
AT1G15010	AL1G27070
AT1G73140	AL2G32890
AT1G71950	AL2G31560
AT3G18295	AL3G31540
AT5G25490	AL6G37290
AT1G70000	AL2G29240
AT1G25300	AL1G40030
AT3G19460	AL3G32870
AT1G54850	AL1G65310
AT1G26670	AL1G39050
AT1G48100	AL1G54670
AT4G39700	AL7G11900
AT2G06025	AL3G43670
AT5G05970	AL6G15910
AT1G56500	AL1G66250
AT3G06430	AL3G17380
AT2G31725	AL4G26980
AT2G18915	AL3G53000
AT5G45700	AL8G12950
AT5G46730	AL8G11620
AT1G17940	AL1G30290
AT5G16890	AL6G27900
AT3G18400	AL3G31690
AT3G17310	AL3G30360
AT2G39010	AL4G36310
AT3G56950	AL5G38380
AT2G21740	AL4G11010
AT3G55770	AL5G37050
AT2G40010	AL4G37640
AT2G23680	AL4G13670
AT2G23670	AL4G13660
AT2G41000	AL4G38980
AT5G05965	AL6G15900
AT2G06020	AL3G43660
AT2G29590	AL4G24310
AT2G30740	AL4G25640
AT5G50780	AL8G24940
AT2G18910	AL3G53010
AT5G45690	AL8G12960
AT5G46720	AL8G11630
AT3G18390	AL3G31680
AT3G17300	AL3G30350
AT1G48850	AL1G55580
AT5G16910	AL6G27910
AT1G47830	AL1G54250
AT5G47650	AL8G10300
AT2G22795	AL4G12330
AT3G56940	AL5G38370
AT3G55760	AL5G37040
AT2G24500	AL4G14980
AT2G40020	AL4G37660
AT2G41010	AL4G38990
AT2G04750	AL3G42360
AT5G04910	AL6G14600
AT3G17330	AL3G30380
AT1G29760	AL1G43590
AT2G29580	AL4G24300
AT3G05470	AL3G16070
AT3G47120	AL5G26380
AT5G50790	AL8G24950
AT5G46710	AL8G11640
AT1G17920	AL1G30270
AT1G48840	AL1G55570
AT2G06050	AL3G43690
AT3G15490	AL3G28050
AT2G22790	AL4G12320
AT2G38020	AL4G35000
AT5G47640	AL8G10310
AT3G58030	AL5G39690
AT3G56930	AL5G38360
AT5G45680	AL8G12970
AT2G24490	AL4G14970
AT2G04740	AL3G42350
AT2G40030	AL4G37670
AT2G06040	AL3G43680
AT1G28600	AL1G42250
AT5G05980	AL6G15920
AT1G29750	AL1G43580
AT2G30720	AL4G25620
AT2G31710	AL4G26950
AT3G47110	AL5G26370
AT3G05480	AL3G16080
AT5G49700	AL8G23630
AT1G17930	AL1G30280
AT1G48830	AL1G55560
AT3G55740	AL5G37020
AT1G49540	AL1G56890
AT2G22780	AL4G12310
AT2G03350	AL5G13070
AT5G59100	AL8G35600
AT3G58020	AL5G39680
AT5G45670	AL8G12980
AT5G46700	AL8G11650
AT5G60320	AL8G36930
AT5G47635	AL8G10320
AT2G39040	AL4G36350
AT2G24480	AL4G14960
AT2G40060	AL4G37680
AT2G23660	AL4G13630
AT2G38025	AL4G35020
AT1G65070	AL2G19710
AT3G05490	AL3G16090
AT2G30710	AL4G25610
AT2G31690	AL4G26940
AT2G18880	AL3G53040
AT2G47440	AL4G47000
AT5G45740	AL8G12910
AT2G22770	AL4G12300
AT2G04790	AL3G42380
AT3G15500	AL3G28070
AT3G58850	AL5G40650
AT1G65060	AL2G19700
AT3G48280	AL5G27680
AT3G17340	AL3G30390
AT2G30700	AL4G25600
AT5G50750	AL8G24900
AT3G46230	AL5G25020
AT2G18876	AL3G53050
AT2G47450	AL4G47010
AT5G45720	AL8G12920
AT3G58010	AL5G39660
AT3G15510	AL3G28080
AT2G03340	AL5G13050
AT2G27550	AL5G38330
AT2G04780	AL3G42370
AT3G25800	AL5G14380
AT2G38040	AL4G35040
AT1G72950	AL2G32704
AT2G23640	AL4G13610
AT2G39060	AL4G36370
AT3G59850	AL5G41970
AT3G46220	AL5G25010
AT1G65090	AL2G19730
AT2G31680	AL4G26920
AT2G47460	AL4G47020
AT2G18900	AL3G53020
AT3G25780	AL5G14350
AT3G15518	AL3G28090
AT3G26790	AL5G15680
AT3G58000	AL5G39650
AT3G56920	AL5G38320
AT3G56910	AL5G38310
AT3G58830	AL5G40630
AT2G23630	AL4G13600
AT2G38050	AL4G35050
AT2G39080	AL4G36380
AT3G48260	AL5G27660
AT2G31670	AL4G26910
AT1G65080	AL2G19720
AT5G50760	AL8G24920
AT2G47470	AL4G47030
AT2G18890	AL3G53030
AT5G45710	AL8G12940
AT5G46740	AL8G11610
AT3G46210	AL5G25000
AT3G57990	AL5G39640
AT3G26810	AL5G15690
AT3G25790	AL5G14360
AT2G04795	AL3G42390
AT5G48300	AL8G21020
AT5G35430	AL7G44290
AT3G56900	AL5G38300
AT2G03310	AL5G13000
AT3G49250	AL5G28980
AT5G26760	AL6G38630
AT5G25500	AL6G37300
AT2G18860	AL3G53080
AT4G01730	AL6G51610
AT5G03780	AL6G13330
AT5G02750	AL6G12000
AT5G57100	AL8G33010
AT5G58240	AL8G34340
AT2G28580	AL4G23070
AT5G47600	AL8G10370
AT3G47080	AL5G26320
AT5G59040	AL8G35670
AT3G26782	AL5G15660
AT3G27560	AL5G16990
AT5G15802	AL6G26650
AT5G26270	AL6G40960
AT3G58820	AL5G40610
AT3G59840	AL5G41940
AT3G57970	AL5G39620
AT2G03320	AL5G13010
AT5G25510	AL6G37310
AT3G49240	AL5G28970
AT5G26770	AL6G38640
AT4G01735	AL6G51600
AT2G10965	AL6G39970
AT5G06050	AL6G15980
AT5G04950	AL6G14650
