AT1G56060	CARHR045780
AT5G22310	CARHR191240
AT5G20260	CARHR192570
AT4G18270	CARHR225070
AT1G08315	CARHR008200
AT5G51800	CARHR264680
AT1G23400	CARHR023840
AT1G35140	CARHR262000
AT1G22160	CARHR022510
AT5G44635	CARHR178260
AT5G43850	CARHR179590
AT4G30480	CARHR238370
AT5G62860	CARHR276650
AT1G44130	CARHR035820
AT5G61550	CARHR275320
AT5G64070	CARHR277980
AT5G61540	CARHR275310
AT1G11545	CARHR011830
AT1G10370	CARHR010500
AT5G22300	CARHR191250
AT5G20250	CARHR192580
AT3G56130	CARHR166280
AT4G18260	CARHR225060
AT4G19600	CARHR226390
AT4G01250	CARHR249050
AT5G40100	CARHR262010
AT5G51790	CARHR264670
AT1G09550	CARHR009520
AT1G23360	CARHR023810
AT1G71866	CARHR290900
AT4G04885	CARHR252670
AT5G44630	CARHR178290
AT5G64060	CARHR277970
AT1G08340	CARHR008220
AT1G10390	CARHR010530
AT5G61530	CARHR275300
AT1G11572	CARHR011860
AT1G09575	CARHR009550
AT4G01670	CARHR250000
AT5G22320	CARHR191220
AT5G20280	CARHR192550
AT4G32710	CARHR240690
AT5G19100	CARHR193880
AT4G01290	CARHR249020
AT5G51780	CARHR264660
AT5G53000	CARHR265990
AT5G51760	CARHR264640
AT1G23380	CARHR023820
AT2G17670	CARHR107900
AT1G42710	CARHR180580
AT4G01650	CARHR250020
AT5G64050	CARHR277960
AT4G02980	CARHR251350
AT1G11570	CARHR011850
AT1G08320	CARHR008210
AT1G09570	CARHR009540
AT5G64040	CARHR277950
AT1G10385	CARHR010520
AT5G62840	CARHR276620
AT4G01660	CARHR250010
AT4G18280	CARHR225080
AT5G51770	CARHR264650
AT4G01280	CARHR249030
AT5G52990	CARHR265980
AT1G56400	CARHR265840
AT4G32570	CARHR240540
AT4G33780	CARHR241870
AT5G20420	CARHR192380
AT5G44800	CARHR178070
AT1G12580	CARHR012860
AT4G30310	CARHR238220
AT5G63905	CARHR277820
AT1G47270	CARHR036820
AT1G12570	CARHR012850
AT4G12382	CARHR253850
AT4G05010	CARHR252520
AT5G22500	CARHR191040
AT5G11020	CARHR202270
AT4G33790	CARHR241880
AT3G56010	CARHR166090
AT1G01490	CARHR000880
AT4G19450	CARHR226240
AT1G27060	CARHR024850
AT1G56260	CARHR289820
AT5G52882	CARHR265830
AT1G01510	CARHR000860
AT5G22470	CARHR191060
AT5G37450	CARHR215590
AT5G20410	CARHR192390
AT4G12370	CARHR253870
AT1G47271	CARHR036830
AT1G09240	CARHR009200
AT4G02830	CARHR251200
AT1G12560	CARHR012840
AT5G22480	CARHR191050
AT5G11010	CARHR202280
AT4G32590	CARHR240560
AT4G33800	CARHR241890
AT1G01500	CARHR000870
AT4G19440	CARHR226230
AT5G28010	CARHR023530
AT1G27050	CARHR024860
AT5G52880	CARHR265820
AT1G56280	CARHR289830
AT1G27080	CARHR024820
AT4G32551	CARHR240520
AT4G33760	CARHR241850
AT5G38310	CARHR214270
AT5G44785	CARHR178090
AT1G10120	CARHR010220
AT1G12610	CARHR012880
AT4G30340	CARHR238240
AT1G10095	CARHR010210
AT1G47250	CARHR036800
AT1G09250	CARHR009230
AT5G63900	CARHR277800
AT5G19290	CARHR193680
AT1G56290	CARHR289840
AT5G11000	CARHR202290
AT1G27070	CARHR024830
AT4G33770	CARHR241860
AT5G52870	CARHR265810
AT4G32560	CARHR240530
AT5G44790	CARHR178080
AT1G12600	CARHR012870
AT4G30320	CARHR238230
AT4G31685	CARHR239560
AT1G47260	CARHR036810
AT5G22510	CARHR191030
AT5G19280	CARHR193690
AT4G19460	CARHR226250
AT1G56310	CARHR289850
AT4G33730	CARHR241830
AT5G52860	CARHR265800
AT1G10140	CARHR010240
AT1G11320	CARHR011570
AT1G35435	CARHR034210
AT4G12390	CARHR253810
AT1G43700	CARHR035540
AT5G11060	CARHR202230
AT1G09280	CARHR009250
AT4G20980	CARHR227530
AT3G29410	CARHR203560
AT1G56320	CARHR289860
AT1G21880	CARHR022230
AT3G25670	CARHR288530
AT1G64700	CARHR046200
AT4G31630	CARHR239500
AT4G32540	CARHR240510
AT1G62886	CARHR048860
AT1G63630	CARHR047530
AT5G38380	CARHR214220
AT5G37475	CARHR215550
AT4G33740	CARHR241840
AT1G11310	CARHR011560
AT1G10130	CARHR010230
AT1G35460	CARHR034220
AT1G68940	CARHR061810
AT1G43710	CARHR035550
AT1G09270	CARHR009240
AT2G34925	CARHR129090
AT4G22030	CARHR228850
AT5G11050	CARHR202240
AT4G20970	CARHR227520
AT3G25680	CARHR288540
AT1G21890	CARHR022240
AT1G56330	CARHR289870
AT5G38360	CARHR214230
AT5G22460	CARHR191070
AT1G11340	CARHR011590
AT1G47278	CARHR036850
AT1G43770	CARHR035520
AT1G68930	CARHR061800
AT4G19430	CARHR226220
AT1G09300	CARHR009270
AT5G09820	CARHR203580
AT5G11040	CARHR202250
AT1G27045	CARHR024870
AT3G25690	CARHR288550
AT1G23120	CARHR023540
AT5G22450	CARHR191080
AT1G47280	CARHR036860
AT1G10150	CARHR010250
AT1G35430	CARHR034200
AT4G19420	CARHR226210
AT4G12400	CARHR253800
AT1G09290	CARHR009260
AT2G34920	CARHR129070
AT3G25700	CARHR288560
AT5G09810	CARHR203590
AT1G56340	CARHR289890
AT4G22070	CARHR228870
AT5G11030	CARHR202260
AT1G27040	CARHR024880
AT1G21870	CARHR022220
AT1G78920	CARHR072520
AT3G21865	CARHR097820
AT1G64660	CARHR046230
AT1G62850	CARHR048890
AT2G34910	CARHR129060
AT1G10180	CARHR010280
AT1G09310	CARHR009290
AT3G11270	CARHR085830
AT4G22010	CARHR228820
AT1G67880	CARHR060530
AT3G10000	CARHR084500
AT1G35490	CARHR034250
AT5G08280	CARHR204850
AT1G66340	CARHR058220
AT1G43690	CARHR035580
AT1G67100	CARHR059550
AT1G21920	CARHR022270
AT1G68980	CARHR061860
AT1G77690	CARHR071200
AT3G21820	CARHR097810
AT1G80660	CARHR073860
AT1G78922	CARHR072530
AT1G64670	CARHR046240
AT5G35735	CARHR216840
AT1G09320	CARHR009280
AT2G34900	CARHR129050
AT1G10170	CARHR010270
AT1G71865	CARHR290890
AT1G67870	CARHR060520
AT1G66330	CARHR058210
AT4G22000	CARHR228810
AT3G11280	CARHR085840
AT1G35510	CARHR034260
AT3G21880	CARHR097840
AT1G78930	CARHR072540
AT1G77700	CARHR071210
AT1G64680	CARHR046210
AT1G80650	CARHR073870
AT4G39630	CARHR215520
AT3G10020	CARHR084520
AT1G66260	CARHR058200
AT1G67080	CARHR059530
AT5G09850	CARHR203540
AT5G11090	CARHR202210
AT4G20960	CARHR227510
AT2G26410	CARHR118390
AT1G21900	CARHR022250
AT3G59240	CARHR061840
AT3G21870	CARHR097830
AT1G77710	CARHR071220
AT1G64690	CARHR046220
AT1G62870	CARHR048880
AT1G80640	CARHR073880
AT1G78940	CARHR072550
AT5G38391	CARHR214200
AT2G12550	CARHR105080
AT2G34880	CARHR129030
AT4G20940	CARHR227500
AT1G67070	CARHR059520
AT3G10030	CARHR084530
AT1G35470	CARHR034240
AT5G09840	CARHR203550
AT5G11070	CARHR202220
AT1G35190	CARHR287270
AT1G23150	CARHR023590
AT1G21910	CARHR022260
AT1G67856	CARHR060500
AT2G27980	CARHR120690
AT1G64630	CARHR046270
AT2G34860	CARHR129020
AT5G08310	CARHR204810
AT1G67930	CARHR060570
AT1G35210	CARHR287280
AT1G66360	CARHR058260
AT2G26420	CARHR118370
AT2G38130	CARHR132720
AT5G35753	CARHR216800
AT1G64640	CARHR046280
AT2G27970	CARHR120680
AT1G80690	CARHR073820
AT5G08305	CARHR204820
AT1G67920	CARHR060560
AT1G66350	CARHR058250
AT2G26510	CARHR287290
AT1G69020	CARHR061890
AT2G26430	CARHR118360
AT3G11240	CARHR085800
AT2G36930	CARHR131400
AT2G38140	CARHR132730
AT3G47980	CARHR156700
AT5G35750	CARHR216810
AT2G17525	CARHR107690
AT2G27960	CARHR120670
AT3G21810	CARHR097800
AT1G78910	CARHR072500
AT4G21990	CARHR228800
AT5G08300	CARHR204830
AT1G67900	CARHR060550
AT1G67120	CARHR059570
AT2G27190	CARHR119680
AT1G69010	CARHR061880
AT2G26440	CARHR118350
AT2G36950	CARHR131410
AT1G80680	CARHR073840
AT1G78915	CARHR072510
AT2G38150	CARHR132740
AT1G64650	CARHR046260
AT2G16070	CARHR106370
AT2G28580	CARHR121990
AT2G27950	CARHR120660
AT2G02070	CARHR144720
AT3G11260	CARHR085820
AT5G08290	CARHR204840
AT2G27940	CARHR120650
AT1G67110	CARHR059560
AT1G66345	CARHR058230
AT1G35530	CARHR034280
AT1G68990	CARHR061870
AT3G48000	CARHR156720
AT2G36960	CARHR131420
AT2G38152	CARHR132750
AT3G19660	CARHR095120
AT1G77640	CARHR071150
AT1G64710	CARHR046190
AT3G09960	CARHR084470
AT2G28830	CARHR121980
AT2G16050	CARHR106340
AT2G11910	CARHR105010
AT2G17510	CARHR107670
AT2G48010	CARHR143400
AT2G02090	CARHR144730
AT2G27930	CARHR120640
AT3G09930	CARHR084460
AT1G78900	CARHR072490
AT1G77660	CARHR071160
AT3G20650	CARHR096460
AT2G38160	CARHR132760
AT2G27180	CARHR119660
AT2G36970	CARHR131430
AT2G35840	CARHR130100
AT3G47990	CARHR156710
AT3G20640	CARHR096440
AT3G19650	CARHR095110
AT3G08840	CARHR083150
AT3G09970	CARHR084480
AT2G12400	CARHR105020
AT2G48020	CARHR143410
AT2G02100	CARHR144740
AT3G08820	CARHR083140
AT1G67840	CARHR060480
AT1G77670	CARHR071170
AT2G38170	CARHR132770
AT3G46830	CARHR155410
AT2G35850	CARHR130110
AT1G60360	CARHR106320
AT3G09980	CARHR084490
AT3G08850	CARHR083160
AT2G17480	CARHR107650
AT3G43610	CARHR108980
AT4G22745	CARHR143430
AT3G58380	CARHR168720
AT2G24040	CARHR118310
AT2G48030	CARHR143420
AT2G28810	CARHR121950
AT3G20670	CARHR096480
AT2G36980	CARHR131450
AT2G35860	CARHR130120
AT2G38180	CARHR132780
AT3G48020	CARHR156750
AT3G48010	CARHR156730
AT2G11890	CARHR105000
AT3G19670	CARHR095130
AT1G64720	CARHR046180
AT2G17500	CARHR107660
AT2G18390	CARHR108990
AT5G08260	CARHR204910
AT2G48060	CARHR143440
AT2G46760	CARHR142100
AT5G08250	CARHR204920
AT1G67830	CARHR060460
AT2G28800	CARHR121940
AT1G68920	CARHR061790
AT3G20660	CARHR096470
AT1G77680	CARHR071190
AT1G67060	CARHR059480
AT2G35880	CARHR130130
AT2G15980	CARHR106300
AT5G42760	CARHR181720
AT2G17470	CARHR107630
AT1G77600	CARHR071110
AT2G18370	CARHR108960
AT5G61520	CARHR275290
AT2G48080	CARHR143450
AT2G02130	CARHR144780
AT2G46780	CARHR142120
AT2G28790	CARHR121930
AT2G27920	CARHR120600
AT3G57230	CARHR167420
AT3G09910	CARHR084420
AT5G19260	CARHR193700
AT3G11180	CARHR085750
AT2G36990	CARHR131470
AT3G43860	CARHR154110
AT2G35890	CARHR130140
AT5G42770	CARHR181730
AT3G21780	CARHR097730
AT1G77610	CARHR071120
AT5G61510	CARHR275280
AT2G46790	CARHR142130
AT2G18380	CARHR108970
AT2G48070	CARHR143460
AT3G08780	CARHR083100
AT3G11200	CARHR085760
AT3G09920	CARHR084430
AT2G37000	CARHR131480
AT3G46860	CARHR155430
AT2G35900	CARHR130150
AT2G17440	CARHR107610
AT2G18350	CARHR108940
AT1G77620	CARHR071130
AT3G20630	CARHR096430
AT3G19640	CARHR095100
AT1G80710	CARHR073790
AT1G78880	CARHR072460
AT5G61500	CARHR275270
AT2G48075	CARHR143470
AT2G46800	CARHR142140
AT3G56040	CARHR166110
AT3G08790	CARHR083110
AT3G11210	CARHR085770
AT3G09922	CARHR084440
AT2G37010	CARHR131490
AT2G35910	CARHR130160
AT3G45810	CARHR154130
AT2G17450	CARHR107620
AT2G18360	CARHR108950
AT5G42765	CARHR181710
AT1G78890	CARHR072470
AT3G20620	CARHR096420
AT1G77630	CARHR071140
AT3G11230	CARHR085790
AT2G46810	CARHR142150
AT5G62810	CARHR276590
AT5G61490	CARHR275260
AT3G56030	CARHR166100
AT2G28780	CARHR121900
AT3G09925	CARHR084450
AT3G11220	CARHR085780
AT3G08800	CARHR083120
AT2G35920	CARHR130170
AT1G78895	CARHR072480
AT1G34070	CARHR155450
AT1G66250	CARHR058190
AT5G43960	CARHR179440
AT2G48090	CARHR143490
AT5G62800	CARHR276580
AT4G02900	CARHR251280
AT5G61480	CARHR275250
AT2G46820	CARHR142160
AT5G42790	CARHR181760
AT5G43300	CARHR180430
AT3G45850	CARHR154150
AT2G37910	CARHR130180
AT2G18340	CARHR108930
AT5G43970	CARHR179430
AT5G44780	CARHR178100
AT5G62790	CARHR276570
AT4G30390	CARHR238290
AT5G43290	CARHR180440
AT5G61470	CARHR275240
AT3G56050	CARHR166120
AT5G49630	CARHR264590
AT2G35930	CARHR130190
AT3G45830	CARHR154140
AT5G19210	CARHR193750
AT4G20450	CARHR108900
AT1G01550	CARHR000810
AT2G46830	CARHR142180
AT5G63970	CARHR277890
AT5G42780	CARHR181740
AT5G62770	CARHR276560
AT3G56080	CARHR166150
AT3G57280	CARHR167480
AT5G51720	CARHR264580
AT5G43950	CARHR179450
AT2G18328	CARHR108910
AT4G02880	CARHR251270
AT5G42785	CARHR181750
AT5G43310	CARHR180420
AT5G62760	CARHR276550
AT3G56070	CARHR166140
AT1G49390	CARHR192400
AT5G19250	CARHR193730
AT1G27100	CARHR024800
AT5G44750	CARHR178150
AT4G04955	CARHR252570
AT1G26680	CARHR239590
AT4G30360	CARHR238260
AT3G08860	CARHR083180
AT5G62750	CARHR276540
AT5G61450	CARHR275210
AT5G63960	CARHR277870
AT5G61440	CARHR275200
AT5G22410	CARHR191120
AT1G06925	CARHR012810
AT3G56090	CARHR166170
AT4G32620	CARHR240590
AT5G19160	CARHR193780
AT4G31710	CARHR239580
AT4G00690	CARHR180480
AT5G63950	CARHR277860
AT5G62740	CARHR276530
AT4G30350	CARHR238250
AT3G08870	CARHR083190
AT5G62730	CARHR276520
AT5G22400	CARHR191130
AT5G20380	CARHR192460
AT1G12520	CARHR012800
AT3G57290	CARHR167490
AT3G20680	CARHR096490
AT4G19470	CARHR226270
AT5G19151	CARHR193790
AT1G01520	CARHR000850
AT5G51680	CARHR264530
AT5G39210	CARHR263200
AT5G44730	CARHR178170
AT5G42610	CARHR181780
AT4G12360	CARHR253880
AT4G04972	CARHR252550
AT4G30380	CARHR238280
AT5G42210	CARHR180450
AT5G63940	CARHR277850
AT1G12550	CARHR012830
AT5G22430	CARHR191100
AT1G11260	CARHR011500
AT5G63920	CARHR277840
AT4G02840	CARHR251210
AT5G62720	CARHR276510
AT4G04980	CARHR252540
AT4G32600	CARHR240570
AT5G51700	CARHR264540
AT5G19190	CARHR193760
AT5G02980	CARHR095190
AT5G51690	CARHR264520
AT5G52890	CARHR265850
AT4G30370	CARHR238270
AT5G44740	CARHR178160
AT4G12350	CARHR253890
AT4G04960	CARHR252560
AT5G62710	CARHR276500
AT1G12530	CARHR012820
AT5G22420	CARHR191110
AT5G63910	CARHR277830
AT4G02850	CARHR251220
AT4G32605	CARHR240580
AT4G19490	CARHR226290
AT5G19180	CARHR193770
AT5G52900	CARHR265860
AT3G19700	CARHR095180
AT1G23170	CARHR023630
AT5G52790	CARHR265720
AT4G33650	CARHR241750
AT4G32500	CARHR240420
AT5G19370	CARHR193590
AT5G37480	CARHR215460
AT5G44010	CARHR179280
AT1G12672	CARHR012980
AT4G31550	CARHR239430
AT1G43670	CARHR035610
AT1G10210	CARHR010310
AT1G08170	CARHR008000
AT5G63790	CARHR277700
AT1G11400	CARHR011640
AT1G09370	CARHR009330
AT1G69030	CARHR061900
AT4G05150	CARHR252400
AT5G19380	CARHR193580
AT4G21970	CARHR228780
AT4G20890	CARHR227450
AT5G09870	CARHR203480
AT5G11150	CARHR202150
AT1G26940	CARHR024970
AT4G31540	CARHR239420
AT4G32510	CARHR240430
AT4G33670	CARHR241760
AT5G44020	CARHR179270
AT5G20560	CARHR192270
AT1G80620	CARHR073900
AT1G12660	CARHR012970
AT1G47395	CARHR036960
AT1G43650	CARHR035620
AT1G11390	CARHR011630
AT1G43640	CARHR035630
AT1G09350	CARHR009320
AT5G48100	CARHR226110
AT1G10200	CARHR010300
AT4G12460	CARHR253740
AT5G11140	CARHR202160
AT3G57090	CARHR167290
AT5G09860	CARHR203490
AT4G33666	CARHR241770
AT4G21960	CARHR228770
AT4G20880	CARHR227440
AT1G23200	CARHR023650
AT1G12615	CARHR047600
AT1G21970	CARHR022320
AT1G26970	CARHR024940
AT4G32480	CARHR240400
AT4G33630	CARHR241730
AT5G37478	CARHR215480
AT1G11410	CARHR011670
AT4G30210	CARHR238120
AT1G80610	CARHR073910
AT4G31570	CARHR239450
AT1G10220	CARHR010340
AT1G47330	CARHR036920
AT1G08190	CARHR008020
AT1G09390	CARHR009350
AT4G20910	CARHR227470
AT5G18170	CARHR194890
AT5G11130	CARHR202170
AT1G62840	CARHR048900
AT4G19230	CARHR226140
AT1G26960	CARHR024950
AT1G23180	CARHR023620
AT4G33640	CARHR241740
AT5G42680	CARHR181590
AT5G44005	CARHR179290
AT4G31560	CARHR239440
AT1G80600	CARHR073920
AT1G12680	CARHR012990
AT1G47380	CARHR036930
AT1G08180	CARHR008010
AT1G09380	CARHR009340
AT4G21980	CARHR228790
AT4G20900	CARHR227460
AT5G19390	CARHR193570
AT4G19220	CARHR226130
AT1G26945	CARHR024960
AT4G33620	CARHR241710
AT1G64610	CARHR046310
AT4G16095	CARHR290720
AT1G63700	CARHR047640
AT1G10240	CARHR010360
AT1G69060	CARHR061940
AT1G67180	CARHR059630
AT1G35560	CARHR034330
AT1G43890	CARHR035660
AT4G21940	CARHR228740
AT5G08330	CARHR204770
AT5G11230	CARHR202110
AT1G23220	CARHR023680
AT1G21960	CARHR022350
AT1G67960	CARHR060610
AT1G55050	CARHR289740
AT1G20530	CARHR021000
AT4G33625	CARHR241720
AT1G63690	CARHR047650
AT4G16100	CARHR290730
AT1G64600	CARHR046320
AT5G37500	CARHR215430
AT5G35840	CARHR216760
AT5G38660	CARHR214100
AT1G67150	CARHR059620
AT1G08200	CARHR008030
AT1G09400	CARHR009360
AT5G09890	CARHR203450
AT4G21930	CARHR228730
AT4G20850	CARHR227400
AT5G08320	CARHR204780
AT1G23230	CARHR023690
AT1G56210	CARHR289750
AT1G67940	CARHR060600
AT4G31530	CARHR239410
AT1G20560	CARHR021030
AT5G37490	CARHR215440
AT1G09415	CARHR009390
AT5G20540	CARHR192280
AT5G35790	CARHR216770
AT1G10280	CARHR010380
AT1G67140	CARHR059600
AT1G43630	CARHR035640
AT1G69050	CARHR061920
AT4G20860	CARHR227430
AT5G11190	CARHR202130
AT1G08230	CARHR008060
AT5G09880	CARHR203460
AT1G23205	CARHR023660
AT1G56220	CARHR289760
AT3G12350	CARHR287100
AT1G63720	CARHR047610
AT1G63710	CARHR047630
AT1G64620	CARHR046300
AT1G10270	CARHR010370
AT5G20520	CARHR192290
AT5G35770	CARHR216780
AT4G16120	CARHR290750
AT1G43620	CARHR035650
AT1G69040	CARHR061910
AT4G20870	CARHR227420
AT2G35030	CARHR129190
AT1G08220	CARHR008050
AT1G09420	CARHR009380
AT5G09876	CARHR203470
AT1G56230	CARHR289770
AT1G23210	CARHR023670
AT4G07390	CARHR288440
AT3G22085	CARHR097940
AT3G20780	CARHR096610
AT1G78980	CARHR072640
AT1G64584	CARHR046350
AT1G20580	CARHR021050
AT1G55360	CARHR045020
AT1G63660	CARHR047680
AT1G08250	CARHR008080
AT1G68010	CARHR060650
AT5G08340	CARHR204730
AT3G10140	CARHR084620
AT1G67210	CARHR059670
AT1G35580	CARHR034370
AT2G35020	CARHR129180
AT1G22040	CARHR022390
AT3G22070	CARHR097930
AT3G20770	CARHR096600
AT1G77840	CARHR071320
AT1G20575	CARHR021040
AT1G63650	CARHR047690
AT1G55365	CARHR045030
AT1G64583	CARHR046360
AT2G35010	CARHR129170
AT1G10290	CARHR010390
AT3G10150	CARHR084630
AT1G68000	CARHR060640
AT3G11410	CARHR085960
AT5G09920	CARHR203410
AT3G08960	CARHR083300
AT5G08335	CARHR204740
AT1G33590	CARHR033050
AT3G03776	CARHR034380
AT4G06746	CARHR288460
AT1G69085	CARHR061970
AT1G55340	CARHR045000
AT1G76440	CARHR070000
AT5G37510	CARHR215400
AT3G19780	CARHR095300
AT1G64590	CARHR046330
AT1G77850	CARHR071330
AT1G63680	CARHR047660
AT1G78995	CARHR072660
AT2G39120	CARHR133900
AT3G22104	CARHR097960
AT5G35910	CARHR216730
AT2G35000	CARHR129160
AT2G14120	CARHR105190
AT3G08970	CARHR083310
AT1G67990	CARHR060630
AT3G10160	CARHR084640
AT3G11420	CARHR085970
AT4G21920	CARHR228720
AT1G66220	CARHR288470
AT1G22020	CARHR022370
AT1G69080	CARHR061960
AT3G20790	CARHR096620
AT1G55350	CARHR045010
AT1G76450	CARHR070010
AT1G63670	CARHR047670
AT1G79000	CARHR072670
AT1G64585	CARHR046340
AT1G77855	CARHR071340
AT2G34990	CARHR129150
AT3G08980	CARHR083320
AT1G67190	CARHR059640
AT3G10185	CARHR084650
AT1G22030	CARHR022380
AT1G69070	CARHR061950
AT1G67970	CARHR060620
AT2G39170	CARHR133920
AT2G13350	CARHR105170
AT1G64550	CARHR046390
AT1G20630	CARHR021090
AT2G34980	CARHR129140
AT1G80580	CARHR073930
AT2G26590	CARHR118490
AT2G24690	CARHR117160
AT1G65380	CARHR057050
AT1G80570	CARHR073940
AT2G39180	CARHR133930
AT2G38025	CARHR132600
AT1G20620	CARHR021080
AT1G68030	CARHR060680
AT1G66400	CARHR058370
AT2G26330	CARHR118480
AT2G38040	CARHR132610
AT1G75620	CARHR069010
AT2G39190	CARHR133940
AT3G49070	CARHR157910
AT1G55370	CARHR045040
AT2G34960	CARHR129120
AT2G13370	CARHR105150
AT3G11397	CARHR085930
AT1G68020	CARHR060670
AT1G67230	CARHR059690
AT3G10120	CARHR084600
AT1G78480	CARHR072630
AT2G38050	CARHR132620
AT1G77800	CARHR071300
AT2G39200	CARHR133950
AT5G35930	CARHR216700
AT2G16270	CARHR106490
AT2G13360	CARHR105160
AT1G64570	CARHR046380
AT2G28070	CARHR120780
AT2G34940	CARHR129110
AT3G11400	CARHR085940
AT3G10130	CARHR084610
AT5G08350	CARHR204720
AT1G67220	CARHR059680
AT4G02000	CARHR118460
AT3G49100	CARHR157930
AT3G47860	CARHR156600
AT3G08930	CARHR083260
AT2G34930	CARHR129100
AT2G16230	CARHR106460
AT3G59530	CARHR169910
AT2G28060	CARHR120760
AT4G07410	CARHR287080
AT3G08920	CARHR083250
AT1G77765	CARHR071280
AT3G19720	CARHR095250
AT2G26340	CARHR118450
AT2G27270	CARHR119780
AT2G36850	CARHR131310
AT2G38060	CARHR132640
AT3G49080	CARHR157920
AT3G20740	CARHR096560
AT3G08940	CARHR083270
AT2G16250	CARHR106470
AT3G59520	CARHR169900
AT3G20750	CARHR096570
AT1G77770	CARHR071290
AT2G38070	CARHR132650
AT2G39220	CARHR133980
AT2G27260	CARHR119770
AT2G26350	CARHR118440
AT2G36870	CARHR131320
AT2G13100	CARHR105110
AT5G61430	CARHR275190
AT3G08947	CARHR083280
AT2G03620	CARHR145970
AT2G17580	CARHR107770
AT2G16190	CARHR106440
AT2G47910	CARHR143300
AT3G60520	CARHR170920
AT2G02020	CARHR144630
AT2G36880	CARHR131330
AT2G38080	CARHR132660
AT2G39250	CARHR133990
AT2G26360	CARHR118430
AT3G47870	CARHR156610
AT2G35760	CARHR130000
AT5G61420	CARHR275180
AT3G08950	CARHR083290
AT2G16200	CARHR106450
AT2G13290	CARHR105120
AT2G47930	CARHR143320
AT2G17590	CARHR107780
AT2G03640	CARHR145980
AT2G47920	CARHR143310
AT3G60510	CARHR170910
AT1G67950	CARHR060580
AT2G28050	CARHR120730
AT3G19740	CARHR095260
AT2G36885	CARHR131340
AT2G35765	CARHR130010
AT5G23970	CARHR157950
AT2G38090	CARHR132670
AT5G48810	CARHR182930
AT5G42690	CARHR181600
AT1G77720	CARHR071230
AT1G80630	CARHR073890
AT5G61410	CARHR275170
AT2G46650	CARHR142000
AT2G03667	CARHR145990
AT2G47940	CARHR143330
AT3G57120	CARHR167300
AT2G28000	CARHR120720
AT5G18150	CARHR194910
AT2G27240	CARHR119740
AT3G60540	CARHR170940
AT5G39220	CARHR263190
AT3G10040	CARHR084540
AT2G35770	CARHR130020
AT2G36890	CARHR131350
AT2G38100	CARHR132680
AT3G20690	CARHR096520
AT5G48800	CARHR182940
AT2G12646	CARHR105100
AT1G77730	CARHR071240
AT3G21890	CARHR097850
AT5G61400	CARHR275160
AT2G47950	CARHR143340
AT2G17570	CARHR107760
AT3G59550	CARHR169950
AT3G58260	CARHR168620
AT3G60530	CARHR170930
AT2G27990	CARHR120710
AT2G27230	CARHR119730
AT3G11330	CARHR085880
AT3G10050	CARHR084550
AT2G38110	CARHR132690
AT5G39230	CARHR263180
AT3G49110	CARHR157970
AT2G36895	CARHR131360
AT2G35780	CARHR130030
AT3G47930	CARHR156640
AT2G17550	CARHR107730
AT5G48830	CARHR182910
AT3G20730	CARHR096550
AT2G02050	CARHR144680
AT4G02810	CARHR251180
AT5G62680	CARHR276480
AT5G61390	CARHR275150
AT2G47960	CARHR143350
AT2G27220	CARHR119720
AT3G57140	CARHR167320
AT3G10060	CARHR084560
AT2G33796	CARHR131370
AT3G47950	CARHR156670
AT3G60570	CARHR170960
AT2G35790	CARHR130040
AT2G10940	CARHR106410
AT2G17560	CARHR107740
AT5G48820	CARHR182920
AT3G21910	CARHR097870
AT3G20720	CARHR096540
AT1G77750	CARHR071260
AT3G19710	CARHR095210
AT4G04555	CARHR144690
AT5G62670	CARHR276470
AT3G10080	CARHR084580
AT2G47980	CARHR143360
AT5G61380	CARHR275140
AT4G02820	CARHR251190
AT3G59580	CARHR169970
AT2G46680	CARHR142030
AT3G57130	CARHR167310
AT2G27210	CARHR119710
AT3G60550	CARHR170950
AT5G39250	CARHR263160
AT1G77760	CARHR071270
AT3G47940	CARHR156660
AT3G29300	CARHR154000
AT1G01460	CARHR000910
AT4G02790	CARHR251160
AT5G63890	CARHR277790
AT5G62650	CARHR276460
AT4G30270	CARHR238180
AT2G46690	CARHR142040
AT2G47990	CARHR143370
AT5G61370	CARHR275130
AT4G05060	CARHR252490
AT5G42720	CARHR181640
AT2G27200	CARHR119700
AT2G35800	CARHR130060
AT2G36910	CARHR131390
AT3G29310	CARHR154030
AT5G18120	CARHR194950
AT5G19340	CARHR193620
AT2G17540	CARHR107720
AT1G01470	CARHR000900
AT5G63880	CARHR277780
AT4G02800	CARHR251170
AT2G46700	CARHR142050
AT5G42740	CARHR181650
AT5G61360	CARHR275120
AT5G62640	CARHR276450
AT5G20510	CARHR192300
AT3G57150	CARHR167330
AT3G46490	CARHR155350
AT3G47960	CARHR156680
AT4G19400	CARHR226190
AT3G60580	CARHR170970
AT5G18110	CARHR194960
AT5G42710	CARHR181620
AT5G44000	CARHR179340
AT3G58350	CARHR168690
AT4G05090	CARHR252470
AT2G46710	CARHR142060
AT2G48000	CARHR143390
AT4G02770	CARHR251140
AT5G63870	CARHR277770
AT5G48790	CARHR182950
AT5G61350	CARHR275110
AT5G62630	CARHR276440
AT5G18140	CARHR194930
AT5G19360	CARHR193600
AT3G22470	CARHR012910
AT3G46450	CARHR155380
AT5G43990	CARHR179330
AT2G17530	CARHR107700
AT3G58320	CARHR168680
AT2G46750	CARHR142070
AT5G61340	CARHR275100
AT4G02780	CARHR251150
AT5G63860	CARHR277760
